
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/ext/tb...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47240;188.125.95.250:443;Proxy-Request;https://pn.ybp.yahoo.com/ab/se...;-
com.aws.android;192.168.0.20:47240;188.125.95.250:443;Proxy-Request;https://pn.ybp.yahoo.com/bw/ru...;-
N/A;192.168.0.20:47240;188.125.95.250:443;Proxy-Response;-;-
N/A;192.168.0.20:47240;188.125.95.250:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47214;151.101.133.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
com.aws.android;192.168.0.20:47242;69.173.144.155:443;Proxy-Request;https://beacon-fra2.rubiconpro...;-
N/A;192.168.0.20:47214;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47242;69.173.144.155:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47244;188.125.95.250:443;Proxy-Request;https://cdn.js7k.com/rq/iv/ins...;-
com.aws.android;192.168.0.20:47246;142.250.201.66:443;Proxy-Request;https://www.googletagservices....;-
N/A;192.168.0.20:47244;188.125.95.250:443;Proxy-Response;-;-
N/A;192.168.0.20:47246;142.250.201.66:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47218;35.71.131.137:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.20:47220;44.193.176.48:443;Proxy-Request;https://taboola-supply-partner...;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47222;52.19.35.89:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47218;35.71.131.137:443;Proxy-Response;-;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47224;151.101.133.44:443;Proxy-Request;https://pips.taboola.com/;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47222;52.19.35.89:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47220;44.193.176.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47224;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47226;141.226.228.48:443;Proxy-Request;https://sync-t1.taboola.com/sg...;-
N/A;192.168.0.20:47226;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47250;188.125.95.240:443;Proxy-Request;https://beap-bc.yahoo.com/yv?s...;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47248;142.250.200.134:443;Proxy-Request;https://ad.doubleclick.net/ddm...;-
N/A;192.168.0.20:47250;188.125.95.240:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47248;142.250.200.134:443;Proxy-Response;-;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47258;142.250.184.2:443;Proxy-Request;https://pagead2.googlesyndicat...;-
com.aws.android;192.168.0.20:47258;142.250.184.2:443;Proxy-Request;https://pagead2.googlesyndicat...;-
com.aws.android;192.168.0.20:47248;142.250.200.134:443;Proxy-Request;https://ad.doubleclick.net/ddm...;-
N/A;192.168.0.20:47258;142.250.184.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47258;142.250.184.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47248;142.250.200.134:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47246;142.250.201.66:443;Proxy-Request;https://www.googletagservices....;-
com.aws.android;192.168.0.20:47254;142.250.201.70:443;Proxy-Request;https://s0.2mdn.net/simgad/418...;-
N/A;192.168.0.20:47246;142.250.201.66:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47258;142.250.184.2:443;Proxy-Request;https://pagead2.googlesyndicat...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47254;142.250.201.70:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47264;142.250.184.2:443;Proxy-Request;https://pagead2.googlesyndicat...;-
com.aws.android;192.168.0.20:47262;142.250.185.2:443;Proxy-Request;https://googleads4.g.doublecli...;-
N/A;192.168.0.20:47258;142.250.184.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47262;142.250.185.2:443;Proxy-Request;https://googleads4.g.doublecli...;-
com.aws.android;192.168.0.20:47260;54.194.125.237:443;Proxy-Request;https://fw.adsafeprotected.com...;-
N/A;192.168.0.20:47262;142.250.185.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47264;142.250.184.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47262;142.250.185.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47260;54.194.125.237:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
com.aws.android;192.168.0.20:47266;18.67.240.75:443;Proxy-Request;https://static.adsafeprotected...;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47266;18.67.240.75:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47260;54.194.125.237:443;Proxy-Request;https://fw.adsafeprotected.com...;-
N/A;192.168.0.20:47260;54.194.125.237:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47268;142.250.200.65:443;Proxy-Request;https://tpc.googlesyndication....;-
N/A;192.168.0.20:47268;142.250.200.65:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47264;142.250.184.2:443;Proxy-Request;https://pagead2.googlesyndicat...;-
com.aws.android;192.168.0.20:47258;142.250.184.2:443;Proxy-Request;https://pagead2.googlesyndicat...;-
N/A;192.168.0.20:47264;142.250.184.2:443;Proxy-Response;-;-
N/A;192.168.0.20:47258;142.250.184.2:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47270;52.13.130.130:443;Proxy-Request;https://dt.adsafeprotected.com...;-
com.aws.android;192.168.0.20:47270;52.13.130.130:443;Proxy-Request;https://dt.adsafeprotected.com...;-
N/A;192.168.0.20:47270;52.13.130.130:443;Proxy-Response;-;-
N/A;192.168.0.20:47270;52.13.130.130:443;Proxy-Response;-;-
N/A;192.168.0.20:47272;54.225.215.187:443;Proxy-Request;https://and-clog2.pulse.weathe...;-
N/A;192.168.0.20:47272;54.225.215.187:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47274;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.20:47274;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.20:47166;13.33.233.71:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47174;185.89.210.211:443;Proxy-Request;https://mediation.adnxs.com/ut...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47142;52.54.14.55:443;Proxy-Response;-;-
N/A;192.168.0.20:47174;185.89.210.211:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;13.33.233.71:443;Proxy-Response;-;-
N/A;192.168.0.20:47366;34.198.222.87:443;Proxy-Request;https://and-lx.pulse.weatherbu...;-
N/A;192.168.0.20:47366;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.20:47166;13.33.233.71:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47120;54.204.255.186:443;Proxy-Request;https://and-ads.pulse.weatherb...;-
N/A;192.168.0.20:47142;52.54.14.55:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;192.168.0.20:47150;107.20.170.82:443;Proxy-Request;https://and-obs.pulse.weatherb...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/t...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47174;185.89.210.211:443;Proxy-Request;https://mediation.adnxs.com/ut...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;13.33.233.71:443;Proxy-Response;-;-
N/A;192.168.0.20:47174;185.89.210.211:443;Proxy-Response;-;-
N/A;192.168.0.20:47366;34.198.222.87:443;Proxy-Request;https://and-lx.pulse.weatherbu...;-
N/A;192.168.0.20:47182;34.233.61.229:443;Proxy-Request;https://and-con.pulse.weatherb...;-
N/A;192.168.0.20:47120;34.233.61.229:443;Proxy-Response;-;-
N/A;192.168.0.20:47370;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47366;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;52.54.14.55:443;Proxy-Response;-;-
N/A;192.168.0.20:47370;172.64.102.35:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47150;52.86.19.207:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47372;54.86.172.22:443;Proxy-Request;https://and-em.pulse.weatherbu...;-
N/A;192.168.0.20:47374;52.86.19.207:443;Proxy-Request;https://and-obs.pulse.weatherb...;-
N/A;192.168.0.20:47376;52.86.19.207:443;Proxy-Request;https://and-obs.pulse.weatherb...;-
N/A;192.168.0.20:47182;107.20.170.82:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47372;54.86.172.22:443;Proxy-Response;-;-
N/A;192.168.0.20:47378;52.86.138.22:443;Proxy-Request;https://and-fire.pulse.weather...;-
N/A;192.168.0.20:47374;52.86.19.207:443;Proxy-Response;-;-
N/A;192.168.0.20:47376;52.86.19.207:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47380;34.233.61.229:443;Proxy-Request;https://and-hur.pulse.weatherb...;-
N/A;192.168.0.20:47382;34.198.222.87:443;Proxy-Request;https://and-alm.pulse.weatherb...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47378;52.86.138.22:443;Proxy-Response;-;-
N/A;192.168.0.20:47380;34.233.61.229:443;Proxy-Response;-;-
N/A;192.168.0.20:47382;34.198.222.87:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/libtrc...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47214;151.101.133.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/libtrc...;-
N/A;192.168.0.20:47214;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47218;35.71.131.137:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.20:47220;44.193.176.48:443;Proxy-Request;https://taboola-supply-partner...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.20:47222;52.19.35.89:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.20:47218;35.71.131.137:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
N/A;192.168.0.20:47220;44.193.176.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47222;52.19.35.89:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.20:47166;13.33.233.71:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.20:47226;141.226.228.48:443;Proxy-Request;https://sync-t1.taboola.com/sg...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47142;52.54.14.55:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47226;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/t...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;13.33.233.71:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47174;185.89.210.211:443;Proxy-Request;https://mediation.adnxs.com/ut...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47174;185.89.210.211:443;Proxy-Response;-;-
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;52.54.14.55:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
