APP;CLIENT;SERVER;METHOD;URL;TRACE;ERROR_MESSAGE;COUNT
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46372;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,cn.thinkingdata.android.utils.c,cn.thinkingdata.android.b$b,cn.thinkingdata.android.b$b,cn.thinkingdata.android.b$b,cn.thinkingdata.android.b$b$a,android.os.Handler,android.os.Looper,android.os.HandlerThread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.TapJoyNetworkBridge,com.tapjoy.internal.fm,com.tapjoy.internal.by,com.tapjoy.internal.hh,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46376;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.TapJoyNetworkBridge,com.tapjoy.internal.fm,com.tapjoy.internal.by,com.tapjoy.internal.hh,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,java.net.Socket,java.net.Socket,com.mbridge.msdk.foundation.same.net.m$a,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,java.net.Socket,java.net.Socket,java.net.Socket,java.net.Socket,com.mbridge.msdk.foundation.same.net.m$a,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AmazonNetworkBridge,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DTBAdRequest,com.amazon.device.ads.DTBAdRequest,com.amazon.device.ads.DTBAdRequest,com.amazon.device.ads.a0,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:45490;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.mbridge.msdk.foundation.same.net.m$a,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AppLovinNetworkBridge,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46380;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AmazonNetworkBridge,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DTBAdRequest,com.amazon.device.ads.DTBAdRequest,com.amazon.device.ads.DTBAdRequest,com.amazon.device.ads.a0,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46382;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AppLovinNetworkBridge,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AdColonyNetworkBridge,com.adcolony.sdk.p,com.adcolony.sdk.p,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46384;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AdColonyNetworkBridge,com.adcolony.sdk.p,com.adcolony.sdk.p,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.IronSourceNetworkBridge,com.ironsource.d.b,com.ironsource.d.b,com.ironsource.d.b,com.ironsource.b.b,android.os.Handler,android.os.Handler,android.os.Looper,android.os.HandlerThread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46386;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.IronSourceNetworkBridge,com.ironsource.d.b,com.ironsource.d.b,com.ironsource.d.b,com.ironsource.b.b,android.os.Handler,android.os.Handler,android.os.Looper,android.os.HandlerThread;-;215
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46370;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.fyber.inneractive.sdk.network.i,com.fyber.inneractive.sdk.network.i,com.fyber.inneractive.sdk.network.e0,com.fyber.inneractive.sdk.network.w,com.fyber.inneractive.sdk.network.w$b,java.util.concurrent.Executors$RunnableAdapter,java.util.concurrent.FutureTask,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.ChartboostNetworkBridge,com.chartboost.sdk.Networking.c,com.chartboost.sdk.Networking.c,com.chartboost.sdk.Networking.c,com.chartboost.sdk.Networking.c,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46388;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.ChartboostNetworkBridge,com.chartboost.sdk.Networking.c,com.chartboost.sdk.Networking.c,com.chartboost.sdk.Networking.c,com.chartboost.sdk.Networking.c,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AppLovinNetworkBridge,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46392;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AppLovinNetworkBridge,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AmazonNetworkBridge,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DtbMetrics$Submitter,com.amazon.device.ads.DtbMetrics$Submitter,com.amazon.device.ads.DtbMetrics$Submitter,com.amazon.device.ads.l0,java.util.concurrent.Executors$RunnableAdapter,java.util.concurrent.FutureTask,java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:48078;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AmazonNetworkBridge,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DtbHttpClient,com.amazon.device.ads.DtbMetrics$Submitter,com.amazon.device.ads.DtbMetrics$Submitter,com.amazon.device.ads.DtbMetrics$Submitter,com.amazon.device.ads.l0,java.util.concurrent.Executors$RunnableAdapter,java.util.concurrent.FutureTask,java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.UnityCoreNetworkBridge,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequestRunnable,com.unity3d.services.core.request.WebRequestRunnable,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.UnityCoreNetworkBridge,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequestRunnable,com.unity3d.services.core.request.WebRequestRunnable,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46410;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.UnityCoreNetworkBridge,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequestRunnable,com.unity3d.services.core.request.WebRequestRunnable,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46408;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.UnityCoreNetworkBridge,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequest,com.unity3d.services.core.request.WebRequestRunnable,com.unity3d.services.core.request.WebRequestRunnable,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
